business_name,tags,review_text,rating,class
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Great cars and drivers, can even get a minivan for extra $10 to fit my whole family's sets of skis. Best prices as well vs other airport taxis.",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","I've used these guys 3 times now and they make your trip to the airport effortless. Consistent, superior service at a good price. Cars are spotless, drivers courteous, love it!!!",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports",Ordered a car and van for a 3:30am pick up and only the van came. Had to call and inquired about the car and the operator told me that the person who took our request only put down 1 vehicle. I was told the price of both the car and van once I confirmed that we needed both cars for pick up. Not impressed,1,0
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Great experience from Pearson Int'l Terminal 3 to my front door. My driver was a kind gentleman who helped me with my luggage and provided a comfortable ride. The vehicle was clean (and included the all-important charger port to charge a dead iPhone). My flight got in and I was early going through customs. I called and Aeroport accommodated the earlier time right away. Definitely using this service again. Thanks, Aeroport.",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Reserved a minivan with carseat for pick up at Billy Bishop. Upon arrival, the snappy representative advised that she could send me a minivan minus the carseat and it would cost $75 instead of $52 as my email confirmation stated. Not the news you want to hear after getting off a plane with your family and toddler in tow. She was unhelpful and downright rude, saying that they were ""busy"" which is why the carseat was no longer available and that the pricing was a malfunction in their system. Interestingly, when I called to make the booking over the phone weeks prior and when I spoke to them just before getting on the flight, no one mentioned this ""glitch"" - all confirming that the price was $52 until I landed. We spent 20 minutes on the phone and were forced to take the minivan without the carseat. Even though the Taxi and Limo Commission is except from carseat laws, it doesn't mean it's safe or okay. Very poor service and bad business practices. The only reason I'm giving two stars is because the actual driver was perfectly friendly and the car was clean.",2,0
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Very good experience. Driver arrived 10 mins early, loaded all of our bags into the van, drove very safely and got us to YYZ safe and on time. Price was very reasonable, saving us money vs parking at Park N Fly for 2 weeks. We will call this company again",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Brutal driver, a very unhappy person. Seemed like he needed a hug. He scolded us for being 8 minutes late for a five AM ride. He told us his industry relies on being on time, I get that, but sometimes life holds you up. If you can't wait, don't show up 15 minutes early then complain about wasting time. He couldn't let it go either, speeding through our neighbourhood, bottoming out the car over speed bumps, not stopping for stop signs, and going 35 km/h over the speed limit the whole way, trying to save time. We felt unsafe in the car as we tailgated other drivers and were rushed to the airport in a very unpleasant and awkward unprofessional manner. Dude was so pissed at us. He threatened to charge us more for not being on time so I apologised for being a lousy customer and he didn't say another word. Using the card machine on the highway was unsafe as well, he was rushing so hard we were asked to pay before getting to the airport. The rate was good but not at the expense of starting a holiday with a bad attitude and wreckless driving that could have been a bad scene. This is the last time using this cheap service, I would rather pay more for a professional and pleasant ride from an understanding and caring person. The reflection of this company created here makes me want to use alternate car services rather than the traditional taxi cab.",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Took a minivan with bulky cargo from the airport. New-looking, well cared for car; polite driver who would readily chit-chat but didn't force conversation. Slightly more expensive than a taxi but worth it.",4,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","I've tried using this service multiple times from Pearson airport lately (2015) and they have consistently left me hanging. Pre-arranged limo rates are lower than walk-ins, so I typically call as I approach the exit. Most times cars would not arrive when promised (I once even had to called back twice before a car arrived). Today was the last straw. They left me on hold for 5'-10'. I could hear it ring, then put me on hold again. 5'-10' is too long when simply waiting for a limo home. I will be using alternative services in the future.",1,0
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","This is to follow up on my original posting. About two weeks ago I received a call from Amir. He apologized for the inconvenience and poor customer service we received on our trip back from Pearson. As a gesture of goodwill and their sincerity, they wanted to send us a cheque for $20. As of last week (May 15th) we received a formal letter of apology from Aeroport along with a cheque. We have been advised the driver (Dodge minivan car #190) has been suspended and placed on 3 months probation. We accept Aeroport's apology. More to the point, we are glad to hear the action it has taken to address our concerns. We may consider using them again in future but only for business purposes.",4,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","I have used them twice and have not had a bad experience. They come on time. Call to inform of their arrival. Cars are clean, spacious and drivers are polite and never intrusive. Price is comparable/ less to what uber or beck taxi would charge (imho).",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","We travel nationally and internationally at least 10 times a year. We usually have an uneventful experience with them - after all, it's just a taxi service from and to the airport, not a full fledge catering-to-your needs service experience. Today was the exception and it's a pity because now we've been totally turned off by their service and will be using alternative companies from now. The company provides a wake up call, a call when the driver gets to the door and a preset quote. We always call from our landline which we use for our freelance services always requests them to call us to the cellphone line for both the wake up and the at-the-door phone call (we have tenants and we don't want to wake them up & the landline is not in the same floor as our bedroom). They usually oblige. Today they called the landline for both the wake up call (4:00 am) and the at-the-door call (4:45am). Being in a different floor than our bedroom, both calls when to our automatic voicemail by the time we went running to that floor. We wake up with our own alarm (4:00am) and expecting the driver to tell us when he was ready & not seeing him approach the door, we came out the door at 4:50am. After loading up the car with the suitcases and getting into the car (4:54am), the driver proceeds to tell us there will be an extra $10 charge because he had to wait 10 minutes for us. I look at my iphone and it's 4:54 am but it's really too early to be arguing about one minute. However, he then tell us in a confrontational tone that we SHOULD HAVE answered the phone and that he knocked and knocked at the door (he didn't because we would have heard him as the front door is right about our bedroom). Because he now has pissed us off, we tell him he ""should have"" called the cellphone line as requested. He claims he did and gets agitated about ""the rules"" and so on and so on. Again, too early to be arguing about $10 but then he continues going on and on - now we're feeling guilty because it seems this 9 minutes delay has costs him his livelihood and then he proceeds to show me his cellphone where it shows he indeed calls a cellphone line. Not ours mind you - different by a number - and after I pointed that to him, he said that's what he was told and that it'll be $10 more for the delay. Again, it's only $10 but the fact that made the rest of the ride uncomfortable and it made our holiday start in the wrong foot, this experience tarnished out view of this whole company and again, will be using an alternate company from now on. Too bad because we really liked them before.",2,0
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","It is the worst airport limo service. I have had great experience with them in the past. But I used their service 5-6 months ago and it was the worst possible. I called the cab around 4:20. Their policy allows a waiting time of 10 minutes. I was inside the cab at 4:27 PM. The driver said extra charge. I said for what? And then he made me call the customer service at 4:28. The representative stated the policy, I said I am calling you from inside the cab at 4:28. How is it possible for me to be late in any way? We debated over the charge. I was not willing to pay a penny. He said I have to trust the driver. I was thinking how dumb are you? I mean how was it possible for me to be sitting with the driver in the cab 2 minutes before the charge applies, and am even talking to you! If it had been 4:30, yes I would pay based on their policy. He said if you can afford $5, which I am sure you cannot afford, pay it. I said I cannot afford it. It was not about the money but abt the principle and attitude. The driver said people give more tip then $5 and you are debating over this. I said you lied, that is the point. Both him and the customer service guy had been super rude. I gave him zero tip. The guy did not deserve a penny. Then he said I have a family too and have to feed them. I said, had you not been a lying scumbag I would have paid 15 percent as I always do. Then the driver said, ""you're this nationality right"" you people are like this. I told him to **** off and left. Oh and also he had not helped me with a single bag in or out of the limo. I will never use their service again, even if they offered it for free. I would strongly recommend against it.",1,0
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","My experience with these guys have been pretty positive. Mind you this was my first time using them and they already left me with a good impression so that's something! A normal cab ride for me to the airport is usually $100 after tips because I live in the burbs. Given that I was traveling on business and wanted to save the company money, I decided to look up airport shuttle services online for a fixed rate and this company was listed first on google. It got decent reviews on yelp so I'm like hey why not? What's to lose? I asked for them to pick me up at 8:30am initially for the next day and then later changed my mind to 8am. They were very accommodating. Day of, they arrived 5 mins early and rang my doorbell to let me know he arrived. He helped me load my luggage and offered a quiet and respectful ride the entire way. Traffic was good and I ended up only paying $58 flat rate. That's cheaper than cabbing from dt! Overall I would use them again and I do recommend them.",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Booked a pickup online for Saturday at 6:30am, driver arrived 15 mins early, but didn't rush me to get going. Super clean and courtesy. Will definitely use them again!",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","I wouldn't recommend this service. Was verbally abused by a driver, who told me I shouldn't f-ing get in his car if I had a cough. He would not provide a car number or his name, and when I called the company they did not seem to care nor did they take any steps to resolve or correct the issue.",1,0
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Used these guys for a flight out on new years day, they were there 15 minutes prior to the 6:30am I had requested - I said a bit earlier as I was worried they'd be late...it's new years day after all! But they were there and got me there as quickly and smoothly as possible. Would defiantly use again!",5,1
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","Note: I just tried to rebook the same exact trip I took previously with Aeroport Taxi, from my residence in downtown Toronto to Billy Bishop, but the price quoted this time was far higher. Not sure why the price has suddenly skyrocketed, but I declined to book and will now be looking for a more reasonably priced taxi service.",2,0
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports","The last time I prebooked, the car was 10 mins late. The second time, after 10 mins and no car, I called. As is typical, a rude and attitude filled woman picked up the phone. I mentioned my car had not arrived, and she abruptly said please hold. Sat on hold for about 4 mins. Another woman, could have been the same one, came on the line and said ""airport taxi how can I help you"". I said I was on hold waiting for info on my missing car and she asked for my address again. Then she barked that he was two mins away. About five mins later a taxi pulled up. When I asked, he mentioned that he had just been dispatched - I figured as much since I had requested a limo. I won't trust my getting to the airport on time to this company again. Bonus that I won't have to deal with that rude woman again. I sent this feedback directly to them requesting a response. Silence. Mistakes happen... How you handle them is how you keep customers.",1,0
Aeroport Taxi & Limousine Service,"Hotels & Travel, Airport Shuttles, Transportation, Taxis, Limos, Airports",Used these guys for pick up from the home to the airport. Their prices are fair & the car they sent was nice. It was a sedan with black leather seats & the driver was also very friendly & professional. We always use Aeroport whenever we travel.,4,1
Air Canada,"Transportation, Airlines, Hotels & Travel","Possibly the worst flight ever. We used United frequent flier miles RT. Flew in on United SFO to YCC. Returning home it was Air Canada which is Star Alliance partner. Our original departure time was changed a few months prior to our trip. No problem. Yesterday our flight home was at 6:40pm. On time departure. We got to YCC around 3:30pm as it was only a 15 minute drive from our hotel. Went through security, immigration and customs. Great. Walked over to Gate 89. Hung out. 5:16pm - notification of flight delay. One hour delay. 5:40pm, notification. still one hour delay. 5:41pm - notification, gate change to 82. 6:24pm, notification, departure 7:30pm, gate 70. 6:41pm - notification, departure 8:30pm, . 7:05pm - notification, departure 8:50p.m. The entire wing of the terminal was closing down. The various food places went dark around 8pm. Only gate 70 was still open. That was for our flight home. Finally boarded around 8:50pm. Claimed flat tire. Gave us a meal voucher $10 CAD. No free alcohol. Turned out hardly any food available onboard to redeem the voucher. Said it's good for one year, and able to use at the airport. What a joke. The plane itself was tiny. A Bombardier. Two seats on each side of the aisle. So narrow. Couldn't get my 19"" carryon luggage in the overhead. Had to shove under the seat after much manipulation. Rested my feet on the luggage. No leg room. A heads up from the ticket counter could have helped regarding luggage requirements. And the flight crew for our flight was also waiting to board. Once we were onboard the flight attendants were not very helpful. No sense of urgency. Did I say it was the worst flight ever?",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel",Air Canada lost my baggage from Vancouver to Calgary. I have travelled from Philippines and had transferred from different airports but I'm surprised I will lose my baggage inside Canada. I am really disappointed from this Airline since they lost my baggage and barely contacted me regarding my lost baggage. It's been more than 2 months since I arrived in Canada and I have file a lost baggage report. After waiting for 2 months I received an email from them if I have received the lost baggage and clearly I did not. Then they asked me to provide receipts and bank statements of all the things that are inside the baggage and clearly I do not keep receipts and most things that are in that baggage are from Philippines which I do not know how to get a bank statement from. And my family is really disappointed for all the hassle they have done already because my sister had limited edition Hello Kitty collections in there that came from Japan as a gift from her. And its really hassle not only for me but to my whole family because it is not just my stuff inside that baggage and we surely can't provide receipts to everything that is in there. So I do not recommend this Airline at all. I am really disappointed because I have expected a lot from this Airline,1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","Quiet possibly THE WORST airline in North America. Lost our luggage coming home from South America, delivered it to us 36 hours after we arrived with no communication from their side what so ever, absolutely no compensation or appology. AND to top it all off they melted the suitcase and told us they had 35 business days to repair or replace the suitcase! 35 business days!!!...what reality does this company work in...clearly not one it's customers are in. We can't wait 35 business days to have this dealt with, we travel for business and need our luggage in working condition, which is a perfectly reasonable expectation that we would receive our luggage back in working order on the other side when we drop it off at the check-in.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","THE WORST airline ever out of the 30ish airlines across various countries I have used from US, Germany, Korea, Japan, China, and more.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","Your wretched staff at Calgary International is an embarrassment to the airline industry. The outlandish and outright anti-American sentiments from your staff just go to show how far gone your company is. Disrespectful during our entire process checking in, your staff could use some serious courtesy training. But, that probably won't happen because your poor service is just ""how it is"" according to your flight attendants. Nice work. You've managed to give this yelper a reason to write his first 1-Star airline review after 20 years of travel. I wish I could write a hundred reviews about your staff. It wouldn't be enough to justify how poorly you treated us.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","a. Booking - Air Canada booking process was pleasant. We did receive a 20% off coupon because one of our previous flights had entertainment system screwed up. Better than an empty apology, I guess. Moreover, Air Canada was more than accommodative during Hurricane Harvey and allowed us to rebook our flights multiple times to avoid Houston area. b. Checkin@Calgary - Horrible experience with Air Canada counters at Calgary airport. The staff was incompetent and rude. Firstly, the online check in process didn't work for us just because we had a visa to be verified, so we couldn't select our seats or get earlier boarding zones. We only had cabin luggage, so we tried checking in at the kiosks; which also didn't let us complete checking, there were attendants there but refused to help and asked us to get in line with check in luggage passengers. There were no separate lines for online checked in/baggage drop off. There was about 45 mins of line for a 7 am flight and staff showed no sense of urgency. Finally we get to a counter and their passport scanner malfunctions, the attendant looked confused, kept asking other attendants on how to operate the screens (typed with 1 finger). When we asked to hurry, she (Karen) tried to blame it on our passports - we have travelled 25+ countries without any issues with the same passports. We stood in line again and went to another agent, who was able to check us in. Turns out, previous agent forgot some key steps to capture our address. Now, the new agent (Carolina) forced us to check in our cabin luggage and charged us $50. That was clearly unfair as all other passengers had equal (if not bigger) luggage. Keep in mind, this was 30min before the flight - so they coerced us to pay without any time to justify or argue. Also, now even loading the luggage onto the belt is a customer responsibility, Air Canada is too cheap to hire a minimum wage porter. We ran to the gate and barely made it to boarding. Of course, there - they were courtesy checking in cabin luggage for all other passengers. When I complained to the gate agent, her response was precisely ""Write an email"", ""I am busy boarding 195 people"" & ""Whatever"". I demand a full refund of my luggage fees ($50).",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","Air Canada charge up to 4 times what Air New Zealand do. On top of this they want to charge extra for checked baggage. They do nothing to justify this, it is simply lack of competition. Very very poor. I would like to sy i would neverfly air Canada again but there isn't too many alternatives.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","I've taken in the neighborhood of 30 flights with them. Only 6 have been on time. Most delayed, some by over an hour. Unfortunately, as the majority were for work, I had no choice of airline (Booked for me by others) My girlfriend has realized what I've said as her flight to Japan was delayed by 4 hours. She now won't make it in time to see the game shops before they close. Scratch that. Just got a call. Flight cancelled. Air Canada and their staff are useless. Aur Canada is the same crummy airline they've always been. Looking forward to Westjet flying to more international destinations.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","If I could give you no stars I would. If you're thinking about flying somewhere or are just new in Canada and are thinking about booking a flight DO NOT BOOK IT WITH AIR CANADA. Walking from country to country would honestly be a better option. So here's my story: Me and my boyfriend booked our flight to Vancouver in October (that's right folks, four months ago) and Air Canada over sold our flight. Our 755 am flight turned into a 4pm flight? How is that even fucking possible. How does a company even do this? Air Canada you literally ruined the first day of my holiday... oh and thanks for the 10$ food voucher. Once again if you plan on flying in or out of Canada fly west jet.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","Air Canada is by far the least enjoyable carrier to travel on. I only choose Air Canada when there is no other option or if the seat is a code share on another carrier like United. I can't remember a trip with AC that left on time but the worst part is the staff. They go beyond being generally unhelpful and appear to enjoy making life unpleasant for their passengers. If you do need to call for assistance, prepare to sit on hold for at least an hour just to get through to a person.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","That whole ""Canadians are so nice"" is false when is comes to Air Canada. Some real grumps. Never making the Air Canada mistake again.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","I don't get it how this company is still doing business... oh yeah they did get a government bailout. Their customer service is non existent. Ofcourse they done allow Google review cause they know they are that bad. I booked a flight wirh my aeroplan points and within minutes called in to change the date, as I realized I need a few more days. The lady had no empathy and said that will be $90. I told her I just booked the flight, and her answer was ""that doesn't matter"". Now I know why I stopped flying air Canada. Their service is bad, and usually pricier than westjet.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel",The worst airline in the world. Lost luggage dèlayed flights late arival very long layover times dirty aircraft unpleasant stewardst that is my experience with Air Canada.,1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","So Calgary to London then connecting to get to Brussels... Well got there early (check) threw security no issue (check) then get to gate only to be told the plane was delayed 4 hours if it leaves, tried to ask what was going on and the agent seemed like it was an annoyance that I had asked, I was told maybe it leaves at 10 maybe it doesn't they'd let me know closer to then. So I asked about connections since I'm clearly missing mine, was told once we were in the air they would be trying to figure that out? So kinda dejected that I wasted an entire vacation day to sit at an airport. Then the final slap In the face a 10.00$ food voucher! Wow ten dollars, a whole 2.50$ per hour compensation!! Conveniently right as every thing was closing! Whoo. Now nearly 5 hours later they put us on the plane, baby's crying everyone mad, I even traded my pillow cause it was coooveeeerred in hair and looked like some one threw up on it! finally get everything started and of course again ""maintenance issue"" only to sit for another 45 minutes with no information. And turned off the movies and entertainment. Finally arrived in Heathrow had to set it up for my bags to get to Brussels my self. Finally arrive in Brussels 10 hours late! But im just happy to be there! Buuuuuuuut my bags don't show so now just sitting and waiting hoping it shows befor I change city's and have to wear the same clothes for 10 Days! Yay! I do want to give a shout out the crew they scrounged up in Calgary it was really great they came and we were aloud to leave at all I'm very thankful to them.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","Wanted to ask help from this lady today that was standing in front of the check in line entrance. She was talking to another employee and the other employee stopped talking to let me ask the lady a question. She just looked at me and kept talking to him. I was almost late to checking in my flight, but I tried not to interrupt her and let her finish. I was waiting for her for almost minute until I finally interrupted her conversation. Good customer service will attend to their customers first than having a conversation with your coworker which could of waited.",1,0
Air Canada,"Transportation, Airlines, Hotels & Travel",Stuck on the Tarmac for two hours and no end in sight. Is there something confusing about checking the electrical BEFORE you board everyone one the plane. Nice customer service. Why do you keep living down to your reputation? Thanks for putting a damper on my bucket list trip of a lifetime.,1,0
Air Canada,"Transportation, Airlines, Hotels & Travel","I am tired of hearing people say oh no Air Canada. I have flown both West Jet and Air Canada and they are similar yet different. I choose to fly with Air Canada to LHR from Calgary over BA - why $600 why. I have flown BA before and they were fantastic, but not $600 fantastic. My last trip to LHR, I called ahead in an attempt to change my seat. I wanted to possibly upgrade to business using my points if I could as I had a lot of work to get done and the space would be welcome. My dismay when I come to find out they can't even move me to the emergency rows with the bit of extra leg room because it appears the flight is fully booked. That's fine, as long as I have a seat I am ok. To the second, 24 hours before my flight I log into the website and 'check-in'. I have my seat we are all ok. International flight - I get to the airport with loads of time to spare - you never know with security etc so better to be on the other side, drink a coffee and play solitaire than freaking out and running. Note - the Maple Leaf Lounge - do it! Totally worth the extra! I didn't this flight, I regret it. *SIGH* I get to the gate and there are young children running around and misbehaving, then it happened the hell of all hells. Not one but TWO groups of high school students arrive at the gate ... so now I am sitting there thinking - WHY DID I CHEAP OUT ON THE MAPLE LEAF LOUNGE WHY!? Suddenly, amongst the chaos, a wave of panic hits me - my name is being called to the desk. Don't bump me I have tickets to the theatre I can't miss this flight. (Yeah ok not the brightest move to book theatre tickets on the night you arrive but hey I also cheaped out on the lounge so I know sometimes I am not bright). I go up to the counter, and the lovely staff member asked if I could move seats because one of those families with the hellish children didn't select seats when the booked and couldn't get them together due to the volume of sales on the flight. But lucky me they could put me in a window seat a few dozen rows back. I will admit, this is where I may have got a bit cheeky, oh ok a LOT cheeky. I may have and did say, ""I don't have to move do I, I hate window seats. I could be persuaded to move if you could find me a seat in business?"" Click click click, print. Here is your boarding pass you are now in 8K. Thank you AC staffer, it has been a pleasure doing business with you. CLINK CLINK FIRST CLASS! Now my fiscally unadventurous side will never permit me to pay for first class I just cannae do it (cheesy Scots accent). However, it is heaven. Priority boarding. Champagne (probably sparkling white, but leave me with the fantasy) mixed with orange juice so you don't feel so alcoholic - in REAL glass. A menu, a choice with appetizers and puddings and METAL CULTERY! A seat that fully reclines an forms a bed. A pod... a pod. No one touching you or coughing on you. Then the little bag of essentials - socks, eye mask, ear plugs, lip balm, toothbrush and paste, a mint. It was fabulous! A easy flight that I have done a few dozen times - noise free from the screaming children and the excited high schoolers. It made me remember my high school trip across the pond - for those that suffered on our flight, I am sorry. Before we land, boarding cards and this lovely little silver ticket - akin to the golden ticket in the famed Willie Wonka. What is it for - fast tracking to Immigration. No queue waiting - just walk up show the silver card and be shown expeditiously to an immigration officer. Meanwhile, the cattle in economy (where I will find myself again) are still waiting to disembark. Air Canada provided this experience, thankfully because some family of lazy idiots couldn't select their seats when they purchased their family of 5 tickets. But they did it gracefully and with a smile and without a fuss. They were spectacular. Anytime I have had to call - ie. change a flight date - the customer service staff have been so kind and helpful. Remember, you are not the first person to call and yell and scream that day. They are paid little and take a lot. If you are funny and kind and appreciative they will help you any way they can. That has been my experience. I love Air Canada - note did you see the Air Canada Christmas advert - yeah I LOVE AIR CANADA!",5,1
